generation,hypervolume
0,255071.03282151866
1,262607.48152462067
2,271994.5945505268
3,284551.61540400435
4,294675.3297576965
5,300425.5030809975
6,300175.52033388044
7,304544.0590648229
8,315352.48075698584
9,323913.11562798184
10,325169.9195667133
11,327196.53742344165
12,331784.8517068302
13,332287.753891689
14,333373.35950579395
15,333628.67193648784
16,334687.3098487314
17,337420.22861532617
18,338521.9860506956
19,339158.593430353
20,339876.45664274687
21,340095.11305146967
22,339590.70162349346
23,341635.7331652107
24,343342.4580029377
25,344579.15830711706
26,344758.5376317517
27,346100.6832635287
28,346304.60257501196
29,347781.5501962038
30,348477.0113358149
31,349996.4987243373
32,352806.48297334847
33,356474.7196030021
34,356534.791512058
35,357053.7822573671
36,357175.3461435378
37,358522.7266217273
38,360019.8566056291
39,360356.18589351967
40,360357.61389365746
41,361286.5934696649
42,361823.60978867917
43,362288.58943706454
44,364658.3017345828
45,364689.4207468409
46,365503.0625119996
47,365747.93642322405
48,365846.7392583897
49,365955.7569556574
50,366081.02640456316
51,366045.5142712941
52,366053.27087255643
53,366378.79122322256
54,366443.69855235406
55,366782.17087258864
56,367011.6874316079
57,369875.6808201326
58,370185.23410714464
59,370199.5479083456
60,370173.991473994
61,371115.5707610703
62,371348.6872741135
63,371747.90813059366
64,371871.58016325755
65,372407.7698627599
66,372407.7698627599
67,373865.2214611246
68,374844.27360113035
69,374844.3956010998
70,375060.4328198389
71,375074.14612821676
72,375488.7951598544
73,377381.1035324003
74,377338.0319596817
75,377340.9227615197
76,377530.5613913194
77,377530.5613913194
78,382030.54903408495
79,382044.38223007024
80,382058.26757000067
81,382071.70066880045
82,383153.8932232025
83,383360.0219665386
84,383614.09017211985
85,384284.72576968645
86,384227.0650724189
87,384299.80448324827
88,384036.3471488289
89,384853.40687491006
90,384791.29968048184
91,385214.59760395525
92,384693.9469185297
93,384963.55417287233
94,384974.43777041277
95,385171.38028983795
96,385171.38028983795
97,385358.167814365
98,385358.167814365
99,385358.167814365
100,385358.8078141243
101,385372.645406942
102,385448.7161029156
103,385737.48743187194
104,387354.4793446276
105,387354.4793446276
106,387446.1814735816
107,387450.77147573984
108,387525.55025242735
109,387527.9057994407
110,387508.68884491146
111,387699.35561428906
112,387793.52150371455
113,387829.37585385266
114,387969.0112597845
115,387969.0112597845
116,387979.72785892145
117,387982.28625874943
118,388093.39969853545
119,388110.2293984215
120,388863.01335810113
121,389324.2672512219
122,390056.77385806176
123,390161.64089740714
124,390609.351249172
125,390081.2705196047
126,390344.0873799035
127,390154.7231731641
128,390070.74367600534
129,390099.92228624044
130,390010.3411521152
131,390226.6428054439
132,390226.6428054439
133,390570.92078610184
134,390590.80514900596
135,390590.85764900595
136,390382.0398529982
137,390608.85989153205
138,390380.83063349454
139,390298.21264349547
140,390293.94704442273
141,390382.0707271411
142,390380.43372748536
143,390376.7474277343
144,390547.62650410144
145,390495.7133879782
146,390440.59438923997
147,391080.6498473697
148,391091.01235974196
149,391091.01235974196
150,391090.5587586875
151,391181.42841046664
152,393473.1319624159
153,393476.4326439123
154,393684.90724728635
155,393624.6100856036
156,393626.15708254755
157,393626.15708254755
158,393626.15708254755
159,393626.4738823818
160,393993.2683687414
161,394108.32736129744
162,396076.9542277518
163,396159.16135341563
164,396236.7857563268
165,396236.7857563268
166,396205.7209386811
167,398133.25674151495
168,398130.83428998484
169,398128.4491887981
170,398310.69138376066
171,398304.12888587476
172,398946.77776815934
173,399188.8103153272
174,399210.8097391711
175,399034.3654767801
176,401335.5757857667
177,401429.13689995604
178,405468.987581901
179,405458.7273549895
180,405437.9800612664
181,405678.81100213365
182,405683.4546471891
183,405729.9020087185
184,405739.7110103571
185,406078.0094512497
186,406078.1750518814
187,406127.48745456996
188,406211.97348621563
189,406355.5220113304
190,406366.7624103735
191,406565.7873653769
192,406567.5369657307
193,403377.8060621078
194,403423.12315164873
195,403509.7727943658
196,403686.1853193821
197,403733.1876088059
198,403793.816876042
199,404339.4925465425
200,405002.0377543881
