neg_preference,cost,co2
-39.40000009536743,13.379999999999999,4.699999999999999
-22.300000190734863,4.05,15.799999999999999
-165.49999952316284,31.480000000000004,57.49999999999999
-157.90000092983246,30.25,59.0
-22.300000190734863,4.05,15.799999999999999
-161.49999952316284,39.790000000000006,43.1
-161.49999952316284,39.790000000000006,43.1
-133.4000005722046,34.120000000000005,26.8
-161.20000100135803,32.58,46.900000000000006
-157.00000071525574,23.819999999999993,33.199999999999996
-133.4000005722046,34.120000000000005,26.8
-165.49999952316284,31.480000000000004,57.49999999999999
-158.8000007867813,32.28,53.00000000000001
-146.30000019073486,18.92,27.400000000000002
-133.29999995231628,25.53,23.6
-116.29999995231628,30.009999999999998,18.999999999999996
-158.8000007867813,32.28,53.00000000000001
-133.09999990463257,17.64,37.0
-148.2000002861023,21.19,34.199999999999996
-148.2000002861023,21.19,34.199999999999996
-147.49999976158142,24.419999999999998,28.600000000000005
-113.40000140666962,13.49,46.4
-130.70000064373016,17.45,39.6
-67.80000042915344,9.129999999999999,17.200000000000003
-73.89999961853027,8.61,27.8
-22.699999809265137,4.640000000000001,13.899999999999999
-73.7000002861023,20.48,10.1
-88.0,13.100000000000001,24.799999999999997
-60.60000038146973,10.95,11.100000000000001
-161.49999952316284,39.790000000000006,43.1
-129.60000038146973,17.53,23.1
-56.00000023841858,8.21,18.5
-121.09999960660934,16.94,30.500000000000004
-116.90000033378601,14.21,33.49999999999999
-111.49999904632568,20.16,14.799999999999999
-53.000000298023224,12.86,9.7
-84.6000006198883,11.83,16.599999999999998
-122.39999914169312,19.3,19.2
-63.49999952316284,9.06,18.400000000000002
-118.50000089406967,14.94,44.2
-42.300000071525574,5.97,15.700000000000001
-123.20000004768372,17.43,33.300000000000004
-93.69999933242798,18.1,13.899999999999999
-109.00000071525574,16.450000000000003,27.5
-105.60000157356262,12.93,29.800000000000004
-49.09999990463257,6.620000000000001,15.500000000000002
-102.10000085830688,13.559999999999999,19.8
-130.70000064373016,17.45,39.6
-27.700000286102295,4.13,20.5
-46.899999380111694,8.149999999999999,15.1
-65.59999990463257,16.59,7.799999999999999
-100.6999998986721,15.380000000000003,19.6
-102.89999985694885,12.16,32.4
-64.29999959468842,6.529999999999999,29.799999999999997
-95.30000019073486,12.74,25.9
-131.90000009536743,18.6,24.299999999999997
-98.59999990463257,15.749999999999998,16.2
-33.30000030994415,5.89,11.600000000000001
-52.10000020265579,7.180000000000001,15.500000000000002
-78.50000047683716,10.040000000000001,12.7
-83.80000019073486,10.430000000000001,32.5
-35.400000005960464,5.2700000000000005,21.6
-65.59999990463257,16.59,7.799999999999999
-71.19999980926514,7.489999999999998,34.4
-77.6000006198883,9.54,14.1
-33.40000009536743,4.92,22.599999999999998
-28.700000286102295,4.9,16.299999999999997
-79.49999976158142,9.48,30.5
-44.89999961853027,9.809999999999999,6.0
-87.30000126361847,10.940000000000001,19.3
-37.60000038146973,3.99,7.4
-82.50000017881393,10.58,22.900000000000002
-157.90000092983246,30.25,59.0
-97.49999952316284,16.95,15.3
-40.09999990463257,6.79,11.100000000000001
-80.50000047683716,9.940000000000001,20.2
-71.19999980926514,7.489999999999998,34.4
-61.0,10.72,12.600000000000001
-119.00000143051147,16.99,35.5
-103.09999895095825,12.290000000000003,34.099999999999994
-54.30000019073486,5.38,17.1
-129.6000006198883,24.05,22.5
-99.40000081062317,13.259999999999998,22.3
-106.90000009536743,17.4,16.2
-110.60000109672546,16.91,25.099999999999998
-44.89999961853027,9.809999999999999,6.0
-94.50000023841858,12.309999999999999,25.199999999999996
-28.699999809265137,5.48,6.5
-119.00000143051147,16.99,35.5
-133.29999995231628,25.53,23.6
-112.50000008940697,18.23,22.9
-118.50000089406967,14.94,44.2
-27.700000286102295,4.13,20.5
-81.2999997138977,14.95,15.299999999999999
-52.69999980926514,14.7,6.3
-161.49999952316284,39.790000000000006,43.1
-81.29999923706055,9.719999999999999,23.999999999999996
-116.29999995231628,30.009999999999998,18.999999999999996
-36.10000014305115,5.0200000000000005,22.1
-61.79999876022339,6.98,25.499999999999996
