neg_preference,cost,co2
-36.0,4.529999999999999,14.8
-41.10000038146973,11.03,3.7
-197.69999957084656,30.29,53.300000000000004
-112.90000048279762,12.390000000000002,66.2
-13.0,3.02,3.8
-194.30000042915344,40.06,49.599999999999994
-194.30000042915344,40.06,49.599999999999994
-190.099999666214,33.370000000000005,51.7
-148.2000002861023,19.820000000000004,38.6
-137.90000009536743,20.310000000000002,27.5
-127.00000095367432,20.96,17.7
-186.20000004768372,36.17,47.300000000000004
-160.10000014305115,22.939999999999998,60.60000000000001
-150.90000081062317,24.160000000000004,40.4
-183.99999904632568,32.81,51.199999999999996
-186.20000004768372,36.17,47.300000000000004
-143.30000019073486,18.740000000000002,43.300000000000004
-15.200000286102295,4.15,2.0
-139.60000079870224,18.04,31.0
-103.00000095367432,15.209999999999999,18.900000000000002
-34.30000066757202,4.57,5.5
-22.599999763071537,8.18,6.6
-169.00000023841858,26.59,46.300000000000004
-161.89999961853027,25.700000000000003,36.1
-73.50000095367432,13.88,11.999999999999998
-93.70000067353249,11.530000000000001,53.70000000000001
-118.60000133514404,12.520000000000001,29.4
-112.90000048279762,12.390000000000002,66.2
-79.30000019073486,9.25,22.299999999999997
-149.70000052452087,23.790000000000003,39.60000000000001
-120.90000104904175,15.150000000000002,58.300000000000004
-129.19999980926514,16.759999999999998,34.3
-170.40000128746033,26.630000000000003,48.7
-109.30000114440918,11.6,28.7
-32.59999990463257,5.33,12.0
-97.69999980926514,14.239999999999998,20.5
-174.99999976158142,29.82000000000001,43.1
-49.30000066757202,15.780000000000001,8.100000000000001
-181.99999928474426,29.480000000000004,49.400000000000006
-87.60000038146973,10.73,25.999999999999996
-118.69999980926514,14.889999999999999,23.9
-60.40000019222498,8.61,19.7
-188.39999985694885,28.29,52.8
-22.90000057220459,3.5,3.4
-38.79999981075525,6.050000000000001,17.0
-197.50000083446503,27.57,57.10000000000001
-109.80000057816505,12.250000000000002,56.5
-155.09999990463257,24.63,31.699999999999996
-129.20000052452087,31.470000000000002,21.8
-122.89999914169312,18.58,29.3
-41.10000038146973,11.03,3.7
-54.80000028759241,8.329999999999998,12.5
-46.10000038146973,5.89,28.799999999999997
-63.30000028759241,8.97,12.6
-175.79999995231628,33.02,45.0
-142.19999933242798,17.34,32.900000000000006
-181.40000104904175,26.6,63.3
-73.19999980926514,9.18,20.9
-175.80000138282776,28.740000000000006,46.7
-36.0,4.529999999999999,14.8
-155.09999990463257,24.63,31.699999999999996
-181.40000104904175,26.6,63.3
-160.2999997138977,20.17,43.900000000000006
-141.30000114440918,15.97,40.0
-164.70000004768372,26.269999999999996,47.8
-111.80000001192093,18.99,14.999999999999998
-85.20000076293945,12.110000000000001,25.4
-125.0,15.19,35.6
-96.30000114440918,13.969999999999999,20.0
-178.89999985694885,27.93000000000001,46.800000000000004
-87.2000002861023,9.89,32.3
-80.30000019073486,9.69,20.4
-83.70000076293945,8.19,24.5
-21.5,3.25,4.5
-89.5,15.109999999999998,18.599999999999998
-45.000000953674316,8.19,8.3
-81.60000038146973,16.57,17.2
-197.69999957084656,30.29,53.300000000000004
-89.10000085830688,17.61,14.0
-120.89999914169312,17.220000000000002,25.3
-180.60000014305115,33.160000000000004,44.4
-92.00000095367432,11.309999999999999,31.799999999999997
-61.09999976307154,8.92,21.800000000000004
-177.20000076293945,24.439999999999998,53.1
-129.20000052452087,31.470000000000002,21.8
-160.10000014305115,22.939999999999998,60.60000000000001
-95.20000076293945,16.02,17.1
-63.30000028759241,8.97,12.6
-18.000000476837158,4.09,3.4
-52.70000076293945,12.059999999999999,10.200000000000001
-164.70000004768372,26.269999999999996,47.8
-129.19999980926514,16.759999999999998,34.3
-111.80000001192093,18.99,14.999999999999998
-52.69999980926514,6.36,10.6
-89.10000085830688,17.61,14.0
-13.0,3.02,3.8
-194.30000042915344,40.06,49.599999999999994
-73.30000066757202,10.19,10.3
-73.19999980926514,9.18,20.9
-197.50000083446503,27.57,57.10000000000001
