neg_preference,cost,co2
-16.200000166893005,9.229999999999999,3.7
-112.29999966919422,32.559999999999995,70.2
-3.3999999165534973,5.52,13.1
-3.100000023841858,3.02,3.8
-112.29999966919422,32.559999999999995,70.2
-112.29999966919422,32.559999999999995,70.2
-71.3000009059906,27.15,19.7
-109.5,24.1,63.3
-16.200000166893005,9.229999999999999,3.7
-110.30000019073486,24.53,57.0
-100.60000057518482,22.32,62.7
-104.50000071525574,25.840000000000003,51.599999999999994
-91.20000076293945,21.75,37.60000000000001
-101.60000038146973,22.630000000000003,47.0
-110.30000019073486,24.53,57.0
-93.20000059902668,20.249999999999996,38.4
-10.300000190734863,2.85,3.2
-94.89999985694885,25.450000000000003,37.49999999999999
-89.79999995231628,17.94,38.3
-74.19999986886978,12.66,50.2
-74.49999958276749,13.589999999999998,24.2
-30.499999940395355,18.19,10.9
-98.40000033378601,16.37,41.0
-35.39999973773956,12.22,13.500000000000002
-60.700000405311584,15.53,19.0
-6.799999952316284,4.83,2.7
-30.0,10.440000000000001,7.7
-82.49999958276749,14.79,34.199999999999996
-89.40000039339066,22.08,33.9
-48.20000010728836,10.23,26.1
-106.99999995529652,26.53,49.099999999999994
-76.70000052452087,13.15,29.4
-106.99999995529652,26.53,49.099999999999994
-67.69999986886978,19.38,17.4
-85.79999995231628,16.610000000000003,22.8
-25.19999986886978,6.4,28.1
-56.60000002384186,12.18,18.0
-47.89999973773956,8.879999999999999,22.5
-69.00000029802322,11.409999999999998,42.3
-71.50000029802322,12.73,26.900000000000002
-7.8999998569488525,5.17,3.8
-42.30000019073486,12.02,11.8
-87.50000043213367,14.139999999999999,37.0
-43.40000021457672,13.22,13.8
-53.700000286102295,8.6,29.6
-49.49999988079071,11.160000000000002,16.700000000000003
-65.80000025033951,11.379999999999999,45.800000000000004
-47.700000286102295,7.579999999999999,27.299999999999997
-45.10000026226044,26.64,14.499999999999998
-101.60000038146973,22.630000000000003,47.0
-80.30000007152557,14.77,22.900000000000002
-92.50000023841858,24.319999999999997,35.099999999999994
-87.60000014305115,19.130000000000003,28.299999999999997
-88.90000003576279,19.400000000000002,32.7
-17.79999965429306,7.32,8.8
-64.50000005960464,15.729999999999999,20.400000000000002
-80.4000005275011,15.91,30.9
-56.00000023841858,9.83,32.199999999999996
-88.30000062286854,17.74,34.3
-99.09999990463257,25.630000000000003,45.699999999999996
-88.4000005275011,17.11,40.900000000000006
-86.79999995231628,17.1,31.899999999999995
-78.79999995231628,15.9,21.9
-17.79999965429306,7.32,8.8
-25.299999833106995,7.130000000000001,10.100000000000001
-41.099999845027924,11.129999999999999,16.2
-46.80000013113022,15.29,15.8
-62.90000081062317,14.879999999999999,20.900000000000002
-31.09999942779541,12.38,11.6
-65.80000007152557,10.65,21.2
-52.19999986886978,16.78,15.5
-54.59999976307154,10.489999999999998,26.6
-88.70000052452087,19.979999999999997,31.599999999999998
-104.50000071525574,25.840000000000003,51.599999999999994
-74.69999969005585,12.9,37.300000000000004
-22.099999725818634,6.03,19.400000000000002
-69.69999980926514,20.099999999999998,21.299999999999997
-69.00000029802322,11.409999999999998,42.3
-53.400000154972076,10.3,19.0
-26.99999976158142,6.66,15.6
-37.89999997615814,11.879999999999999,14.1
-82.20000004768372,12.99,44.3
-66.80000007152557,11.75,30.800000000000004
-78.6999996304512,13.769999999999998,32.4
-19.699999809265137,5.9399999999999995,26.299999999999997
-58.69999986886978,15.47,16.9
-86.00000023841858,16.700000000000003,28.9
-48.50000035762787,9.52,28.2
-19.699999809265137,5.9399999999999995,26.299999999999997
-82.20000004768372,12.99,44.3
-58.69999986886978,15.47,16.9
-50.900000154972076,16.45,15.099999999999998
-63.09999996423721,17.580000000000002,15.700000000000001
-40.0999995470047,7.0200000000000005,20.3
-32.199999928474426,7.880000000000001,13.200000000000001
-32.199999928474426,7.880000000000001,13.200000000000001
-37.89999997615814,11.879999999999999,14.1
-3.3999999165534973,5.52,13.1
-4.099999904632568,4.15,2.0
-10.300000190734863,2.85,3.2
