neg_preference,cost,co2
-28.100000381469727,4.46,4.1
-22.300000369548798,3.4899999999999998,25.0
-159.3999992609024,33.459999999999994,53.300000000000004
-19.600000202655792,4.32,8.5
-158.40000104904175,22.82,64.1
-155.89999914169312,39.94000000000001,49.699999999999996
-144.60000085830688,19.53,54.9
-158.40000104904175,22.82,64.1
-155.00000005960464,29.939999999999998,42.199999999999996
-155.2999987602234,36.44,49.50000000000001
-119.39999985694885,38.86,19.6
-152.69999992847443,27.65,53.1
-155.00000005960464,29.939999999999998,42.199999999999996
-118.00000038743019,34.33,19.3
-146.1000016927719,20.0,38.800000000000004
-50.300000965595245,7.53,9.8
-77.80000066757202,14.049999999999997,12.399999999999999
-152.59999799728394,31.69,38.5
-155.2999987602234,36.44,49.50000000000001
-43.100000619888306,5.7700000000000005,23.900000000000002
-93.80000096559525,10.49,39.5
-27.600000381469727,4.199999999999999,12.2
-46.80000124126673,12.679999999999998,7.6
-91.6000006198883,10.169999999999998,45.599999999999994
-74.69999980926514,8.47,14.700000000000001
-28.200000382959843,6.09,8.7
-54.60000038146973,9.79,9.9
-102.50000047683716,14.739999999999998,20.4
-36.40000057220459,4.800000000000001,11.8
-152.10000097751617,27.05,45.6
-113.20000004768372,15.3,21.9
-115.00000095367432,18.240000000000002,17.9
-57.19999980926514,12.209999999999997,8.0
-87.30000138282776,10.270000000000001,34.8
-122.2000002861023,21.89,27.1
-144.60000085830688,19.53,54.9
-68.40000087022781,13.440000000000001,11.1
-71.60000085830688,11.5,12.999999999999998
-141.40000081062317,25.15,38.2
-66.60000047832727,13.05,9.9
-84.50000134110451,10.730000000000002,17.4
-125.70000123977661,21.229999999999997,34.5
-96.39999997615814,10.8,49.9
-40.50000038743019,6.81,8.7
-132.29999923706055,32.230000000000004,28.499999999999996
-84.70000076293945,11.400000000000002,15.3
-34.299999713897705,6.8500000000000005,9.0
-44.39999961853027,9.4,6.4
-65.50000047683716,9.07,10.3
-128.89999997615814,15.780000000000001,38.400000000000006
-99.50000071525574,17.16,15.700000000000003
-43.90000057220459,9.41,5.8999999999999995
-108.89999961853027,17.599999999999998,19.0
-62.0,7.119999999999999,23.200000000000003
-94.40000009536743,20.889999999999997,14.099999999999998
-124.10000053048134,22.259999999999998,21.599999999999998
-155.89999914169312,39.94000000000001,49.699999999999996
-87.30000042915344,14.77,13.2
-68.9999988079071,18.029999999999998,11.9
-100.99999967217445,16.650000000000002,18.7
-132.69999986886978,23.43,29.4
-133.60000085830688,24.09,28.6
-130.2999992966652,27.07,25.499999999999996
-117.50000095367432,21.790000000000003,24.799999999999997
-34.600000001490116,7.21,4.2
-111.80000162124634,25.840000000000003,16.7
-106.20000064373016,14.510000000000002,23.199999999999996
-48.30000019073486,6.25,31.699999999999996
-152.10000097751617,27.05,45.6
-110.20000076293945,13.86,33.1
-110.79999923706055,25.68,16.800000000000004
-137.2999997138977,31.99,29.1
-111.50000095367432,13.670000000000002,36.4
-105.70000123977661,13.719999999999999,25.499999999999996
-131.2000012397766,16.47,39.2
-126.90000057220459,23.8,27.799999999999997
-41.69999995827675,7.12,17.2
-22.300000369548798,3.4899999999999998,25.0
-91.50000095367432,17.490000000000002,13.199999999999998
-132.80000066757202,20.840000000000003,36.7
-134.49999916553497,27.08,28.5
-59.60000038146973,7.24,19.8
-131.90000104904175,14.850000000000001,51.3
-141.79999923706055,33.980000000000004,31.299999999999997
-140.39999967813492,23.219999999999995,32.2
-131.90000104904175,14.850000000000001,51.3
-117.0,18.869999999999997,22.500000000000004
-106.20000123977661,16.89,16.0
-47.900000751018524,6.449999999999999,30.1
-119.30000030994415,21.439999999999998,29.099999999999998
-120.90000009536743,17.250000000000004,30.4
-73.09999918937683,19.810000000000002,12.5
-56.299999833106995,6.470000000000001,23.2
-122.70000070333481,19.76,32.5
-131.19999900460243,26.59,27.900000000000002
-117.0,18.869999999999997,22.500000000000004
-64.50000035762787,6.68,33.1
-117.49999952316284,27.26,18.299999999999997
-137.00000095367432,24.85,30.8
-58.40000009536743,14.01,9.0
